Lp;Nazwa jednostki;Regon;Kraj;Województwo;Powiat;Gmina;Miejscowo??;Kod pocztowy;Ulica;Numer budynku;Numer lokalu;Kraj;Województwo;Powiat;Gmina;Miejscowo??;Kod pocztowy;Ulica;Numer budynku;Numer lokalu;Teren dzia?ania;Telefon kontaktowy;Adres email do korespondencji;Okres dzia?ania od;Okres dzia?ania do;Liczebno?? jednostki;Okres pozostawania w gotowo?ci w ci?gu roku od 1;Okres pozostawania w gotowo?ci w ci?gu roku do 1;Czas pozostawania w gotowo?ci w ci?gu doby (w godzinach) 1;Czas osi?gni?cia gotowo?ci (w minutach) 1;Liczebno?? jednostki 1;Rodzaj jednostki;Rodzaj ratownictwa
2358;Ochotnicza Stra? Po?arna w K?udnie Starym;15258095;PL;MAZOWIECKIE;grodziski;Grodzisk Mazowiecki;K?udno Stare;05-825;;48;;PL;MAZOWIECKIE;grodziski;Grodzisk Mazowiecki;K?udno Stare;05-825;;48;;MAZOWIECKIE/Wszystkie;602339038;osp.kludno@wp.pl;;;;1 stycze?;31 grudzie?;24;15/24;30;Ochotnicza Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów , Ratownictwo techniczne , Ratownictwo chemiczne , Ratownictwo ekologiczne 
2359;Jednostka Ratowniczo Ga?nicza nr 3 w Radomiu;670127990;PL;MAZOWIECKIE;Radom;Radom;Radom;26-600;ul. Potkanowska;50;;PL;MAZOWIECKIE;Radom;Radom;Radom;26-600;ul. Potkanowska;50;;Wszystkie;483322894;jrg3@straz.radom.pl;;;;1 stycze?;31 grudzie?;24;sty.24;43;Pa?stwowa Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów , Ratownictwo techniczne , Ratownictwo chemiczne , Ratownictwo ekologiczne , Ratownictwo medyczne , Ratownictwo wodne , Ratownictwo nurkowe , Ratownictwo poszukiwawcze 
2360;OSP ?wi?cice;12420419;PL;MAZOWIECKIE;warszawski zachodni;O?arów Mazowiecki;?wi?cice;05-860;ul. Warszawska;53;;PL;MAZOWIECKIE;warszawski zachodni;O?arów Mazowiecki;?wi?cice;05-860;ul. Warszawska;53;;MAZOWIECKIE/warszawski zachodni/O?arów Mazowiecki (obszar wiejski);227225110;osp.swiecice@wp.pl;;;;1 stycze?;31 grudzie?;24;pa?.24;27;Ochotnicza Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów , Ratownictwo techniczne 
2361;Ochotnicza Stra? Po?arna w Milanówku;17249150;PL;MAZOWIECKIE;grodziski;Milanówek;Milanówek;05-822;ul. Warszawska;18;;PL;MAZOWIECKIE;grodziski;Milanówek;Milanówek;05-822;ul. Warszawska;18;;MAZOWIECKIE/Wszystkie;508385998;ospmilanowek@op.pl;;;;1 stycze?;31 grudzie?;24;15/24;38;Ochotnicza Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów , Ratownictwo techniczne , Ratownictwo chemiczne , Ratownictwo ekologiczne 
2362;Ochotnicza Stra? Po?arna w Baranowie;750442148;PL;MAZOWIECKIE;grodziski;Baranów;Baranów;96-314;ul. Armii Krajowej;47;;PL;MAZOWIECKIE;grodziski;Baranów;Baranów;96-314;ul. Armii Krajowej;47;;MAZOWIECKIE/Wszystkie;600201057;osp.baranow@wp.pl;;;;1 stycze?;31 grudzie?;24;15/24;30;Ochotnicza Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów , Ratownictwo techniczne , Ratownictwo chemiczne , Ratownictwo ekologiczne 
2363;OSP Wo?omin;12651107;PL;MAZOWIECKIE;wo?omi?ski;Wo?omin;Wo?omin;05-200;ul. ?elazna;08.pa?;;PL;MAZOWIECKIE;wo?omi?ski;Wo?omin;Wo?omin;05-200;ul. ?elazna;08.pa?;;MAZOWIECKIE/wo?omi?ski/Wszystkie;227878354;osp.wolomin@o2.pl;;;;1 stycze?;31 grudzie?;24;15/24;30;Ochotnicza Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów , Ratownictwo techniczne , Ratownictwo ekologiczne 
2364;Ochotnicza Stra? Po?arna Targanice Dolne;356277119;PL;MA?OPOLSKIE;wadowicki;Andrychów;Targanice;34-120;ul. Dobra;3;;PL;MA?OPOLSKIE;wadowicki;Andrychów;Targanice;34-120;ul. Dobra;3;;MA?OPOLSKIE/wadowicki/Andrychów (miasto);600782192;biuro@osptarganicedolne.pl;;;;1 stycze?;31 grudzie?;24;15/24;27;Organizacja spo?eczna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów 
2365;Komenda Powiatowa Policji w Limanowej;351081570;PL;MA?OPOLSKIE;limanowski;Limanowa;Limanowa;34-600;ul. ?wirki i Wigury;7;;PL;MA?OPOLSKIE;limanowski;Limanowa;Limanowa;34-600;ul. ?wirki i Wigury;7;;MA?OPOLSKIE/limanowski/Wszystkie;183379400;dyzurni@limanowa.policja.gov.pl;;;;1 stycze?;31 grudzie?;24;25/24;176;Policja;Kwalifikowana pierwsza pomoc , Ratownictwo medyczne 
2366;Komenda Powiatowa Policji w Gorlicach;351081570;PL;MA?OPOLSKIE;gorlicki;Gorlice;Gorlice;38-300;ul. 11 Listopada;56;;PL;MA?OPOLSKIE;gorlicki;Gorlice;Gorlice;38-300;ul. 11 Listopada;56;;MA?OPOLSKIE/gorlicki/Wszystkie;183548215;dyzurni@gorlice.policja.gov.pl;;;;1 stycze?;31 grudzie?;24;30/24;176;Policja;Kwalifikowana pierwsza pomoc 
2367;Komenda Powiatowa Pa?stwowej Stra?y Po?arnej w Przysusze;670230445;PL;MAZOWIECKIE;przysuski;Przysucha;Przysucha;26-400;ul. Targowa;3;;PL;MAZOWIECKIE;przysuski;Przysucha;Przysucha;26-400;ul. Targowa;3;;MAZOWIECKIE/przysuski/Wszystkie;486752056;przysucha@mazowsze.straz.pl;;;;1 stycze?;31 grudzie?;24;sty.24;45;Pa?stwowa Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów , Ratownictwo techniczne , Ratownictwo chemiczne , Ratownictwo ekologiczne , Ratownictwo medyczne , Ratownictwo wodne , Ratownictwo poszukiwawcze , Ratownictwo wysoko?ciowe 
2368;Komenda Miejska PSP w Radomiu;670127990;PL;MAZOWIECKIE;Radom;Radom;Radom;26-600;ul. Romualda Traugutta;57;;PL;MAZOWIECKIE;Radom;Radom;Radom;26-600;ul. Romualda Traugutta;57;;Wszystkie;483688900;radom@mazowsze.straz.radom.pl;;;;1 stycze?;31 grudzie?;24;sty.24;37;Pa?stwowa Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów , Ratownictwo techniczne , Ratownictwo chemiczne , Ratownictwo ekologiczne , Ratownictwo medyczne , Ratownictwo wodne , Ratownictwo nurkowe , Ratownictwo poszukiwawcze , Ratownictwo wysoko?ciowe 
2369;JRG ?osice;711620442;PL;MAZOWIECKIE;?osicki;?osice;?osice;08-200;ul. Kolejowa;2A;;PL;MAZOWIECKIE;?osicki;?osice;?osice;08-200;ul. Kolejowa;2A;;MAZOWIECKIE/?osicki/Wszystkie;609959998;losice@mazowsze.straz.pl;;;;1 stycze?;31 grudzie?;24;sty.24;35;Pa?stwowa Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów , Ratownictwo techniczne , Ratownictwo chemiczne , Ratownictwo ekologiczne 
2370;Ochotnicza Stra? Po?arna w Bo?ej Woli;750436202;PL;MAZOWIECKIE;grodziski;Baranów;Bo?a Wola;96-314;ul. Parkowa;8;;PL;MAZOWIECKIE;grodziski;Baranów;Bo?a Wola;96-314;ul. Parkowa;8;;MAZOWIECKIE/Wszystkie;606307302;lesinski.michal@interia.pl;;;;1 stycze?;31 grudzie?;24;15/24;19;Ochotnicza Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów , Ratownictwo techniczne , Ratownictwo chemiczne , Ratownictwo ekologiczne 
2371;OSP Marki;146604510;PL;MAZOWIECKIE;wo?omi?ski;Marki;Marki;05-270;ul. Du?a;1B;;PL;MAZOWIECKIE;wo?omi?ski;Marki;Marki;05-270;ul. Du?a;1B;;MAZOWIECKIE/wo?omi?ski/Wszystkie;501752668;zarzad@ospmarki.pl;;;;1 stycze?;31 grudzie?;24;15/24;33;Ochotnicza Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów , Ratownictwo techniczne , Ratownictwo chemiczne , Ratownictwo ekologiczne 
2372;JRG 7 KM PSP m.st. Warszawy;13292107;PL;MAZOWIECKIE;Warszawa;Bemowo;Warszawa;01-355;ul. Powsta?ców ?l?skich;67;;PL;MAZOWIECKIE;Warszawa;Bemowo;Warszawa;01-355;ul. Powsta?ców ?l?skich;67;;MAZOWIECKIE/Warszawa/Wszystkie;22 59 60 70;jrg7@warszawa-straz.pl;;;;1 stycze?;31 grudzie?;24;sty.24;72;Pa?stwowa Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów , Ratownictwo techniczne , Ratownictwo chemiczne , Ratownictwo ekologiczne , Ratownictwo medyczne , Ratownictwo wysoko?ciowe 
2373;Jednostka Ratowniczo Ga?nicza nr 4 w Pionkach;670127990;PL;MAZOWIECKIE;radomski;Pionki;Pionki;26-670;ul. Zak?adowa;3;;PL;MAZOWIECKIE;radomski;Pionki;Pionki;26-670;ul. Zak?adowa;3;;Wszystkie;483851445;jrg4@straz.radom.pl;;;;1 stycze?;31 grudzie?;24;sty.24;37;Pa?stwowa Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów , Ratownictwo techniczne , Ratownictwo chemiczne , Ratownictwo ekologiczne , Ratownictwo medyczne , Ratownictwo wodne , Ratownictwo poszukiwawcze , Ratownictwo wysoko?ciowe 
2374;OSP Izabelin;17325714;PL;MAZOWIECKIE;warszawski zachodni;Izabelin;Izabelin C;05-080;;33;;PL;MAZOWIECKIE;warszawski zachodni;Izabelin;Izabelin C;05-080;;33;;MAZOWIECKIE/warszawski zachodni/Izabelin (gmina wiejska);227226277;osp.izabelin33@gmail.com;;;;1 stycze?;31 grudzie?;24;pa?.24;21;Ochotnicza Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów , Ratownictwo techniczne 
2375;OSP Borkowice;672760590;PL;MAZOWIECKIE;przysuski;Borkowice;Borkowice;26-422;ul. ks. Jana Wi?niewskiego;7;;PL;MAZOWIECKIE;przysuski;Borkowice;Borkowice;26-422;ul. ks. Jana Wi?niewskiego;7;;MAZOWIECKIE/przysuski/Wszystkie;603821013;robertsiudek@o2.pl;;;;1 stycze?;31 grudzie?;24;maj.24;24;Ochotnicza Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów , Ratownictwo techniczne , Ratownictwo medyczne 
2376;710065;12195514;PL;MAZOWIECKIE;legionowski;Legionowo;Legionowo;05-120;ul. Adama Mickiewicza;11;;PL;MAZOWIECKIE;legionowski;Legionowo;Legionowo;05-120;ul. Adama Mickiewicza;11;;MAZOWIECKIE/legionowski/Legionowo (gmina miejska);502354045;prezes@osp-legionowo.pl;;;;1 stycze?;1 grudzie?;24;15/24;44;Ochotnicza Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów , Ratownictwo techniczne , Ratownictwo chemiczne , Ratownictwo ekologiczne , Ratownictwo medyczne 
2377;Komenda Miejska PSP w P?ocku - JRG Nr 1;610946363;PL;MAZOWIECKIE;P?ock;P?ock;P?ock;09-400;ul. Narodowych Si? Zbrojnych;8;;PL;MAZOWIECKIE;P?ock;P?ock;P?ock;09-400;ul. Narodowych Si? Zbrojnych;8;;MAZOWIECKIE/P?ock/P?ock (gmina miejska), MAZOWIECKIE/p?ocki/Wszystkie;243667800;plock@mazowsze.straz.pl;;;;1 stycze?;31 grudzie?;24;sty.24;71;Pa?stwowa Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów , Ratownictwo techniczne , Ratownictwo chemiczne , Ratownictwo ekologiczne , Ratownictwo poszukiwawcze 
2378;OSP Laski;17270864;PL;MAZOWIECKIE;warszawski zachodni;Izabelin;Laski;05-080;ul. Partyzantów;30;;PL;MAZOWIECKIE;warszawski zachodni;Izabelin;Laski;05-080;ul. Partyzantów;30;;MAZOWIECKIE/warszawski zachodni/Izabelin (gmina wiejska);227522101;tomaszdomanski89@wp.pl;;;;1 stycze?;31 grudzie?;24;pa?.24;28;Ochotnicza Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów , Ratownictwo techniczne 
2379;OSP Równe;710372700;PL;MAZOWIECKIE;wo?omi?ski;Strachówka;Równe;05-282;;30;;PL;MAZOWIECKIE;wo?omi?ski;Strachówka;Równe;05-282;;30;;MAZOWIECKIE/wo?omi?ski/Wszystkie;513137998;osp_rowne@wp.pl;;;;1 stycze?;31 grudzie?;24;15/24;18;Ochotnicza Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów , Ratownictwo techniczne 
2380;OSP Gielniów;672774445;PL;MAZOWIECKIE;przysuski;Gielniów;Gielniów;26-434;ul. Szkolna;1;;PL;MAZOWIECKIE;przysuski;Gielniów;Gielniów;26-434;ul. Szkolna;1;;MAZOWIECKIE/przysuski/Wszystkie;603796974;ospgielniow1917@wp.pl;;;;1 stycze?;31 grudzie?;24;maj.24;27;Ochotnicza Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów , Ratownictwo techniczne , Ratownictwo medyczne 
2381;OSP B?onie;11840119;PL;MAZOWIECKIE;warszawski zachodni;B?onie;B?onie;05-870;ul. Jana Paw?a II;3;;PL;MAZOWIECKIE;warszawski zachodni;B?onie;B?onie;05-870;ul. Jana Paw?a II;3;;MAZOWIECKIE/warszawski zachodni/B?onie (miasto);227 254 998;osp.blonie@op.pl;;;;1 stycze?;31 grudzie?;24;pa?.24;29;Ochotnicza Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów , Ratownictwo techniczne 
2382;OSP R?czaje Polskie;16880566;PL;MAZOWIECKIE;wo?omi?ski;Po?wi?tne;R?czaje Polskie;05-326;;18;;PL;MAZOWIECKIE;wo?omi?ski;Po?wi?tne;R?czaje Polskie;05-326;;18;;MAZOWIECKIE/wo?omi?ski/Wszystkie;602501623;m-fabisiak61@wp.pl;;;;1 stycze?;31 grudzie?;24;15/24;20;Ochotnicza Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów , Ratownictwo techniczne 
2383;OSP Rozwady;672774847;PL;MAZOWIECKIE;przysuski;Gielniów;Rozwady;26-434;;89;;PL;MAZOWIECKIE;przysuski;Gielniów;Rozwady;26-434; Rozwady;89;;MAZOWIECKIE/przysuski/Wszystkie;663077370;pat-les@wp.pl;;;;1 stycze?;31 grudzie?;24;maj.24;19;Ochotnicza Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów , Ratownictwo techniczne , Ratownictwo medyczne 
2384;OSP D?brówka Pod???na;672879530;PL;MAZOWIECKIE;radomski;Zakrzew;D?brówka Pod???na;26-652;;36;;PL;MAZOWIECKIE;radomski;Zakrzew;D?brówka Pod???na;26-652;;36;;MAZOWIECKIE/radomski/Wszystkie;605543250;brak@brak.pl;;;;1 stycze?;31 grudzie?;24;15/24;51;Ochotnicza Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów , Ratownictwo techniczne 
2385;OSP Klwów;672758877;PL;MAZOWIECKIE;przysuski;Klwów;Klwów;26-415;ul. Opoczy?ska;28;;PL;MAZOWIECKIE;przysuski;Klwów;Klwów;26-415;ul. Opoczy?ska;28;;MAZOWIECKIE/przysuski/Wszystkie;602522599;tunelux@op.pl;;;;1 stycze?;31 grudzie?;24;maj.24;28;Ochotnicza Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów , Ratownictwo techniczne , Ratownictwo medyczne 
2386;Komenda Miejska PSP w P?ocku - JRG Nr 2;610946363;PL;MAZOWIECKIE;P?ock;P?ock;P?ock;09-402;ul. Pop?aci?ska;8;;PL;MAZOWIECKIE;P?ock;P?ock;P?ock;09-402;ul. Pop?aci?ska;8;;MAZOWIECKIE/P?ock/P?ock (gmina miejska), MAZOWIECKIE/p?ocki/Wszystkie;243667800;plock@mazowsze.straz.pl;;;;1 stycze?;31 grudzie?;24;sty.24;34;Pa?stwowa Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów , Ratownictwo techniczne , Ratownictwo chemiczne , Ratownictwo ekologiczne , Ratownictwo poszukiwawcze 
2387;OSP Kuligów;15277780;PL;MAZOWIECKIE;wo?omi?ski;D?brówka;Kuligów;05-254;ul. Warszawska;14;;PL;MAZOWIECKIE;wo?omi?ski;D?brówka;Kuligów;05-254;ul. Warszawska;14;;MAZOWIECKIE/wo?omi?ski/Wszystkie;792644888;mirek.kuligowski@gmail.com;;;;1 stycze?;;24;15/24;22;Ochotnicza Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów , Ratownictwo techniczne 
2388;Komenda Miejska PSP w P?ocku - JRG Nr 3;610946363;PL;MAZOWIECKIE;P?ock;P?ock;P?ock;09-409;al. Armii Krajowej;62;;PL;MAZOWIECKIE;P?ock;P?ock;P?ock;09-409;al. Armii Krajowej;62;;MAZOWIECKIE/P?ock/P?ock (gmina miejska), MAZOWIECKIE/p?ocki/Wszystkie;243667800;plock@mazowsze.straz.pl;;;;1 stycze?;31 grudzie?;24;sty.24;35;Pa?stwowa Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów , Ratownictwo techniczne , Ratownictwo chemiczne , Ratownictwo ekologiczne , Ratownictwo poszukiwawcze 
2389;OSP Skrzeszew;16933920;PL;MAZOWIECKIE;legionowski;Wieliszew;Skrzeszew;05-124;ul. Ko?cielna;78;;PL;MAZOWIECKIE;legionowski;Wieliszew;Skrzeszew;05-124;ul. Ko?cielna;78;;MAZOWIECKIE/legionowski/Wieliszew (gmina wiejska);505-762-537;osp.skrzeszew998@gmail.com;;;;1 stycze?;31 grudzie?;24;15/24;28;Ochotnicza Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów , Ratownictwo techniczne , Ratownictwo chemiczne , Ratownictwo ekologiczne , Ratownictwo medyczne 
2390;OSP Klembów;15252678;PL;MAZOWIECKIE;wo?omi?ski;Klembów;Klembów;05-205;ul. Stra?acka;8;;PL;MAZOWIECKIE;wo?omi?ski;Klembów;Klembów;05-205;ul. Stra?acka;8;;MAZOWIECKIE/wo?omi?ski/Wszystkie;793227543;ospklembow@gmail.com;;;;1 stycze?;31 grudzie?;24;15/24;24;Ochotnicza Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów , Ratownictwo techniczne 
2391;Ochotnicza Stra? Po?arna w Chotczy;672019938;PL;MAZOWIECKIE;lipski;Chotcza;Chotcza-Józefów;27-312;;55B;;PL;MAZOWIECKIE;lipski;Chotcza;Chotcza-Józefów;27-312;;55B;;MAZOWIECKIE/lipski/Chotcza (gmina wiejska);509825908;chotcza@osp.org.pl;;;;1 stycze?;31 grudzie?;24;maj.24;34;Ochotnicza Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów , Ratownictwo techniczne , Ratownictwo chemiczne , Ratownictwo ekologiczne 
2392;Ochotnicza Stra? Po?arna w Ciepielowie;672030928;PL;MAZOWIECKIE;lipski;Ciepielów;Ciepielów;27-310;ul. Kochanowskiego;4;;PL;MAZOWIECKIE;lipski;Ciepielów;Ciepielów;27-310;ul. Kochanowskiego;4;;MAZOWIECKIE/lipski/Ciepielów (gmina wiejska);664678604;ciepielow@osp.org.pl;;;;1 stycze?;31 grudzie?;24;maj.24;32;Ochotnicza Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów , Ratownictwo techniczne , Ratownictwo chemiczne , Ratownictwo ekologiczne 
2393;Komenda Powiatowa Pa?stwowej Stra?y Po?arnej w Lipsku;670229614;PL;MAZOWIECKIE;lipski;Lipsko;Lipsko;27-300;ul. Partyzantów;3;;PL;MAZOWIECKIE;lipski;Lipsko;Lipsko;27-300;ul. Partyzantów;3;;MAZOWIECKIE/lipski/Wszystkie;783937391;lipsko@mazowsze.straz.pl;;;;1 stycze?;31 grudzie?;24;sty.24;34;Pa?stwowa Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów , Ratownictwo techniczne , Ratownictwo chemiczne , Ratownictwo ekologiczne 
2394;OSP Z?bki;15201416;PL;MAZOWIECKIE;wo?omi?ski;Z?bki;Z?bki;05-091;ul. Józefa Pi?sudskiego;7;;PL;MAZOWIECKIE;wo?omi?ski;Z?bki;Z?bki;05-091;ul. Józefa Pi?sudskiego;7;;MAZOWIECKIE/wo?omi?ski/Wszystkie;781470200;ospzabki@onet.pl;;;;1 stycze?;31 grudzie?;24;15/24;22;Ochotnicza Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów , Ratownictwo techniczne 
2395;OSP Stare Za?ubice;13085012;PL;MAZOWIECKIE;wo?omi?ski;Radzymin;Stare Za?ubice;05-255;ul. Mazowiecka;49;;PL;MAZOWIECKIE;wo?omi?ski;Radzymin;Stare Za?ubice;05-255;ul. Mazowiecka;49;;MAZOWIECKIE/wo?omi?ski/Wszystkie;604723609;kacper.70@gazeta.pl;;;;1 stycze?;31 grudzie?;24;15/24;12;Ochotnicza Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów , Ratownictwo techniczne 
2396;Ochotnicza Stra? Po?arna w Kr?pie Ko?cielnej;672029865;PL;MAZOWIECKIE;lipski;Lipsko;Kr?pa Ko?cielna;27-300;;56;;PL;MAZOWIECKIE;lipski;Lipsko;Kr?pa Ko?cielna;27-300;;56;;MAZOWIECKIE/lipski/Lipsko (obszar wiejski);692877912;krepakoscielna@osp.org.pl;;;;1 stycze?;31 grudzie?;24;maj.24;48;Ochotnicza Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów , Ratownictwo techniczne , Ratownictwo chemiczne , Ratownictwo ekologiczne 
2397;OSP Krusze;17234779;PL;MAZOWIECKIE;wo?omi?ski;Klembów;Krusze;05-205;;37;;PL;MAZOWIECKIE;wo?omi?ski;Klembów;Krusze;05-205;;37;;MAZOWIECKIE/wo?omi?ski/Wszystkie;601593520;lukaszjachacy@wp.pl;;;;1 stycze?;31 grudzie?;24;15/24;17;Ochotnicza Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów , Ratownictwo techniczne 
2398;OSP Zawady;13173259;PL;MAZOWIECKIE;wo?omi?ski;Radzymin;Zawady;05-250;;1;;PL;MAZOWIECKIE;wo?omi?ski;Radzymin;Zawady;05-250;;1;;MAZOWIECKIE/wo?omi?ski/Wszystkie;501083174;strazzawady@gmail.com;;;;1 stycze?;31 grudzie?;24;15/24;20;Ochotnicza Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów , Ratownictwo techniczne 
2399;OSP Chrz?sne;550074515;PL;MAZOWIECKIE;wo?omi?ski;T?uszcz;Chrz?sne;05-240;ul. Wincentyny Karskiej;109;;PL;MAZOWIECKIE;wo?omi?ski;T?uszcz;Chrz?sne;05-240;ul. Wincentyny Karskiej;109;;MAZOWIECKIE/wo?omi?ski/Wszystkie;501009703;geniekdabrowski@wp.pl;;;;1 stycze?;31 grudzie?;24;15/24;31;Ochotnicza Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów , Ratownictwo techniczne 
2400;Ochotnicza Stra? Po?arna w Maruszowie;672029859;PL;MAZOWIECKIE;lipski;Lipsko;Maruszów;27-300;;18;;PL;MAZOWIECKIE;lipski;Lipsko;Maruszów;27-300;;18;;MAZOWIECKIE/lipski/Lipsko (obszar wiejski);794398315;maruszow@osp.org.pl;;;;1 stycze?;31 grudzie?;24;maj.24;29;Ochotnicza Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów , Ratownictwo techniczne , Ratownictwo chemiczne , Ratownictwo ekologiczne 
2401;Ochotnicza Stra? Po?arna w Pawliczce;672731766;PL;MAZOWIECKIE;lipski;Rzeczniów;Pawliczka;27-353;;56A;;PL;MAZOWIECKIE;lipski;Rzeczniów;Pawliczka;27-353;;56A;;MAZOWIECKIE/lipski/Rzeczniów (gmina wiejska);880805069;pawliczka.osp@gmail.com;;;;1 stycze?;31 grudzie?;24;maj.24;51;Ochotnicza Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów , Ratownictwo techniczne , Ratownictwo chemiczne , Ratownictwo ekologiczne 
2402;Ochotnicza Stra? Po?arna w Paw?owicach;670176757;PL;MAZOWIECKIE;lipski;Solec nad Wis??;Paw?owice;27-330;;72;;PL;MAZOWIECKIE;lipski;Solec nad Wis??;Paw?owice;27-330;;72;;MAZOWIECKIE/lipski/Solec nad Wis?? (gmina wiejska);665756612;pawlowice-lipski@osp.org.pl;;;;1 stycze?;31 grudzie?;24;maj.24;53;Ochotnicza Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów , Ratownictwo techniczne , Ratownictwo chemiczne , Ratownictwo ekologiczne 
2403;Ochotnicza Stra? Po?arna w Rzeczniowie;672562387;PL;MAZOWIECKIE;lipski;Rzeczniów;Rzeczniów;27-353;;52;;PL;MAZOWIECKIE;lipski;Rzeczniów;Rzeczniów;27-353;;52;;MAZOWIECKIE/lipski/Rzeczniów (gmina wiejska);606916481;rzeczniow@osp.org.pl;;;;1 stycze?;31 grudzie?;24;maj.24;76;Ochotnicza Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów , Ratownictwo techniczne , Ratownictwo chemiczne , Ratownictwo ekologiczne 
2404;Ochotnicza Stra? Po?arna w Siennie;672020344;PL;MAZOWIECKIE;lipski;Sienno;Sienno;27-350;ul. I??ecka;2;;PL;MAZOWIECKIE;lipski;Sienno;Sienno;27-350;ul. I??ecka;2;;MAZOWIECKIE/lipski/Sienno (gmina wiejska);606352553;sienno@osp.org.pl;;;;1 stycze?;31 grudzie?;24;maj.24;50;Ochotnicza Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów , Ratownictwo techniczne , Ratownictwo chemiczne , Ratownictwo ekologiczne 
2405;OSP Radzymin;12771509;PL;MAZOWIECKIE;wo?omi?ski;Radzymin;Radzymin;05-250;ul. Konstytucji 3 Maja;8a;;PL;MAZOWIECKIE;wo?omi?ski;Radzymin;Radzymin;05-250;ul. Konstytucji 3 Maja;8a;;MAZOWIECKIE/wo?omi?ski/Wszystkie;227865008;osp@radzymin.pl;;;;1 stycze?;31 grudzie?;24;15/24;27;Ochotnicza Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów , Ratownictwo techniczne 
2406;OSP Goszczewice;672885914;PL;MAZOWIECKIE;radomski;Przytyk;Goszczewice;26-650;;39a;;PL;MAZOWIECKIE;radomski;Przytyk;Goszczewice;26-650;;39a;;MAZOWIECKIE/radomski/Wszystkie;798485859;brak@brak.pl;;;;1 stycze?;31 grudzie?;24;15/24;22;Ochotnicza Stra? Po?arna;Kwalifikowana pierwsza pomoc , Ratownictwo podczas po?arów , Ratownictwo techniczne 
